T_data_lake_path,T_healthy,T_lake,T_network_repair_path,T_replica_repair,T_request_rerun_path,all2allv_bytes,all2allv_us,benchmark,benefit_network_vs_lake,benefit_network_vs_rerun,break_even_storage_gbps,capacity,cold_start_bytes,cold_start_storage_us,data_lake_reload_us,data_lake_wins,decode_steps_effective,decode_steps_requested,ft_tax,initial_replication_us,lake_repair_fraction,lost_expert_bytes,lost_expert_count,max_paused_request_streams,mean_paused_request_streams,migration_network_us,network_repair_bytes,network_repair_us,network_repair_wins,paused_stream_step_area,placement,ranks_per_node,recovery_bytes,repair_source_speedup,repair_source_speedup_vs_lake,replica_repair_fraction,request_rerun_penalty_us,request_rerun_us,request_stall_penalty_us,rerun_wins,scaleout_gbps,scaleup_gbps,scenario,serviceable,stall_step_us,stalled_request_pct_max,stalled_request_pct_mean,stalled_request_penalty_us,storage_read_gbps,subjects,system_benefit_vs_lake,terminal_failure_reason,_summary_path,_point_dir,_run_root,subjects_key,workload_key
221549152.4348942,25182.081209089083,221549152.4348942,8396061.20197991,8396061.20197991,665120.0691799079,1769748480.0,25120.069179907914,mmlu,26.3872722107659,0.0792181063452781,400.0,16,0.0,0.0,220884032.36571428,False,32,32,333.41411030592184,3865470.5664,0.9969978667854512,0.0,1536.0,64,7.373271889400922,7730941.1328,386547056640.0,7730941.1328,False,6400,lazarus,4,386547056640.0,28.571428571428573,28.571428571428573,0.9207818936547217,0.0,0.0,640000.0,True,100.0,3600,node1_fail_join,True,100.0,25.0,2.880184331797235,640000.0,14.0,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",26.3872722107659,,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so100p0_store14p0_rerun0p0_stall100p0/summary.json,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so100p0_store14p0_rerun0p0_stall100p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
221549152.4348942,25182.081209089083,221549152.4348942,8396061.20197991,8396061.20197991,665120.0691799079,1769748480.0,25120.069179907914,mmlu,26.3872722107659,0.0792181063452781,400.0,16,0.0,0.0,220884032.36571428,False,32,32,333.41411030592184,3865470.5664,0.9969978667854512,0.0,1536.0,64,7.373271889400922,7730941.1328,386547056640.0,7730941.1328,False,6400,uniform,4,386547056640.0,28.571428571428573,28.571428571428573,0.9207818936547217,0.0,0.0,640000.0,True,100.0,3600,node1_fail_join,True,100.0,25.0,2.880184331797235,640000.0,14.0,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",26.3872722107659,,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so100p0_store14p0_rerun0p0_stall100p0/summary.json,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so100p0_store14p0_rerun0p0_stall100p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
220909152.4348942,25182.081209089083,220909152.4348942,7756061.201979908,7756061.201979908,3225120.069179908,1769748480.0,25120.069179907914,mmlu,28.482131159370198,0.4158193166857198,400.0,16,0.0,0.0,220884032.36571428,False,32,32,307.9992133128567,3865470.5664,0.9998862877843537,0.0,1536.0,64,7.373271889400922,7730941.1328,386547056640.0,7730941.1328,False,6400,lazarus,4,386547056640.0,28.571428571428573,28.571428571428573,0.9967612337595407,3200000.0,50000.0,0.0,True,100.0,3600,node1_fail_join,True,0.0,25.0,2.880184331797235,0.0,14.0,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",28.482131159370198,,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so100p0_store14p0_rerun50000p0_stall0p0/summary.json,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so100p0_store14p0_rerun50000p0_stall0p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
220909152.4348942,25182.081209089083,220909152.4348942,7756061.201979908,7756061.201979908,3225120.069179908,1769748480.0,25120.069179907914,mmlu,28.482131159370198,0.4158193166857198,400.0,16,0.0,0.0,220884032.36571428,False,32,32,307.9992133128567,3865470.5664,0.9998862877843537,0.0,1536.0,64,7.373271889400922,7730941.1328,386547056640.0,7730941.1328,False,6400,uniform,4,386547056640.0,28.571428571428573,28.571428571428573,0.9967612337595407,3200000.0,50000.0,0.0,True,100.0,3600,node1_fail_join,True,0.0,25.0,2.880184331797235,0.0,14.0,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",28.482131159370198,,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so100p0_store14p0_rerun50000p0_stall0p0/summary.json,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so100p0_store14p0_rerun50000p0_stall0p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
221549152.4348942,25182.081209089083,221549152.4348942,8396061.20197991,8396061.20197991,3865120.069179908,1769748480.0,25120.069179907914,mmlu,26.3872722107659,0.46034920139320307,400.0,16,0.0,0.0,220884032.36571428,False,32,32,333.41411030592184,3865470.5664,0.9969978667854512,0.0,1536.0,64,7.373271889400922,7730941.1328,386547056640.0,7730941.1328,False,6400,lazarus,4,386547056640.0,28.571428571428573,28.571428571428573,0.9207818936547217,3200000.0,50000.0,640000.0,True,100.0,3600,node1_fail_join,True,100.0,25.0,2.880184331797235,640000.0,14.0,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",26.3872722107659,,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so100p0_store14p0_rerun50000p0_stall100p0/summary.json,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so100p0_store14p0_rerun50000p0_stall100p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
221549152.4348942,25182.081209089083,221549152.4348942,8396061.20197991,8396061.20197991,3865120.069179908,1769748480.0,25120.069179907914,mmlu,26.3872722107659,0.46034920139320307,400.0,16,0.0,0.0,220884032.36571428,False,32,32,333.41411030592184,3865470.5664,0.9969978667854512,0.0,1536.0,64,7.373271889400922,7730941.1328,386547056640.0,7730941.1328,False,6400,uniform,4,386547056640.0,28.571428571428573,28.571428571428573,0.9207818936547217,3200000.0,50000.0,640000.0,True,100.0,3600,node1_fail_join,True,100.0,25.0,2.880184331797235,640000.0,14.0,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",26.3872722107659,,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so100p0_store14p0_rerun50000p0_stall100p0/summary.json,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so100p0_store14p0_rerun50000p0_stall100p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
61872649.131579906,25182.081209089083,61872649.131579906,7756061.201979908,7756061.201979908,25120.069179907914,1769748480.0,25120.069179907914,mmlu,7.977328636316785,0.003238766240459198,400.0,16,0.0,0.0,61847529.0624,False,32,32,307.9992133128567,3865470.5664,0.9995940036586038,0.0,1536.0,64,7.373271889400922,7730941.1328,386547056640.0,7730941.1328,False,6400,lazarus,4,386547056640.0,8.0,8.0,0.9967612337595407,0.0,0.0,0.0,True,100.0,3600,node1_fail_join,True,0.0,25.0,2.880184331797235,0.0,50.0,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",7.977328636316785,,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so100p0_store50p0_rerun0p0_stall0p0/summary.json,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so100p0_store50p0_rerun0p0_stall0p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
61872649.131579906,25182.081209089083,61872649.131579906,7756061.201979908,7756061.201979908,25120.069179907914,1769748480.0,25120.069179907914,mmlu,7.977328636316785,0.003238766240459198,400.0,16,0.0,0.0,61847529.0624,False,32,32,307.9992133128567,3865470.5664,0.9995940036586038,0.0,1536.0,64,7.373271889400922,7730941.1328,386547056640.0,7730941.1328,False,6400,uniform,4,386547056640.0,8.0,8.0,0.9967612337595407,0.0,0.0,0.0,True,100.0,3600,node1_fail_join,True,0.0,25.0,2.880184331797235,0.0,50.0,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",7.977328636316785,,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so100p0_store50p0_rerun0p0_stall0p0/summary.json,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so100p0_store50p0_rerun0p0_stall0p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
62512649.131579906,25182.081209089083,62512649.131579906,8396061.20197991,8396061.20197991,665120.0691799079,1769748480.0,25120.069179907914,mmlu,7.445473255583052,0.0792181063452781,400.0,16,0.0,0.0,61847529.0624,False,32,32,333.41411030592184,3865470.5664,0.9893602322342806,0.0,1536.0,64,7.373271889400922,7730941.1328,386547056640.0,7730941.1328,False,6400,lazarus,4,386547056640.0,8.0,8.0,0.9207818936547217,0.0,0.0,640000.0,True,100.0,3600,node1_fail_join,True,100.0,25.0,2.880184331797235,640000.0,50.0,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",7.445473255583052,,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so100p0_store50p0_rerun0p0_stall100p0/summary.json,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so100p0_store50p0_rerun0p0_stall100p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
62512649.131579906,25182.081209089083,62512649.131579906,8396061.20197991,8396061.20197991,665120.0691799079,1769748480.0,25120.069179907914,mmlu,7.445473255583052,0.0792181063452781,400.0,16,0.0,0.0,61847529.0624,False,32,32,333.41411030592184,3865470.5664,0.9893602322342806,0.0,1536.0,64,7.373271889400922,7730941.1328,386547056640.0,7730941.1328,False,6400,uniform,4,386547056640.0,8.0,8.0,0.9207818936547217,0.0,0.0,640000.0,True,100.0,3600,node1_fail_join,True,100.0,25.0,2.880184331797235,640000.0,50.0,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",7.445473255583052,,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so100p0_store50p0_rerun0p0_stall100p0/summary.json,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so100p0_store50p0_rerun0p0_stall100p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
61872649.131579906,25182.081209089083,61872649.131579906,7756061.201979908,7756061.201979908,3225120.069179908,1769748480.0,25120.069179907914,mmlu,7.977328636316785,0.4158193166857198,400.0,16,0.0,0.0,61847529.0624,False,32,32,307.9992133128567,3865470.5664,0.9995940036586038,0.0,1536.0,64,7.373271889400922,7730941.1328,386547056640.0,7730941.1328,False,6400,lazarus,4,386547056640.0,8.0,8.0,0.9967612337595407,3200000.0,50000.0,0.0,True,100.0,3600,node1_fail_join,True,0.0,25.0,2.880184331797235,0.0,50.0,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",7.977328636316785,,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so100p0_store50p0_rerun50000p0_stall0p0/summary.json,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so100p0_store50p0_rerun50000p0_stall0p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
61872649.131579906,25182.081209089083,61872649.131579906,7756061.201979908,7756061.201979908,3225120.069179908,1769748480.0,25120.069179907914,mmlu,7.977328636316785,0.4158193166857198,400.0,16,0.0,0.0,61847529.0624,False,32,32,307.9992133128567,3865470.5664,0.9995940036586038,0.0,1536.0,64,7.373271889400922,7730941.1328,386547056640.0,7730941.1328,False,6400,uniform,4,386547056640.0,8.0,8.0,0.9967612337595407,3200000.0,50000.0,0.0,True,100.0,3600,node1_fail_join,True,0.0,25.0,2.880184331797235,0.0,50.0,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",7.977328636316785,,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so100p0_store50p0_rerun50000p0_stall0p0/summary.json,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so100p0_store50p0_rerun50000p0_stall0p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
62512649.131579906,25182.081209089083,62512649.131579906,8396061.20197991,8396061.20197991,3865120.069179908,1769748480.0,25120.069179907914,mmlu,7.445473255583052,0.46034920139320307,400.0,16,0.0,0.0,61847529.0624,False,32,32,333.41411030592184,3865470.5664,0.9893602322342806,0.0,1536.0,64,7.373271889400922,7730941.1328,386547056640.0,7730941.1328,False,6400,lazarus,4,386547056640.0,8.0,8.0,0.9207818936547217,3200000.0,50000.0,640000.0,True,100.0,3600,node1_fail_join,True,100.0,25.0,2.880184331797235,640000.0,50.0,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",7.445473255583052,,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so100p0_store50p0_rerun50000p0_stall100p0/summary.json,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so100p0_store50p0_rerun50000p0_stall100p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
62512649.131579906,25182.081209089083,62512649.131579906,8396061.20197991,8396061.20197991,3865120.069179908,1769748480.0,25120.069179907914,mmlu,7.445473255583052,0.46034920139320307,400.0,16,0.0,0.0,61847529.0624,False,32,32,333.41411030592184,3865470.5664,0.9893602322342806,0.0,1536.0,64,7.373271889400922,7730941.1328,386547056640.0,7730941.1328,False,6400,uniform,4,386547056640.0,8.0,8.0,0.9207818936547217,3200000.0,50000.0,640000.0,True,100.0,3600,node1_fail_join,True,100.0,25.0,2.880184331797235,640000.0,50.0,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",7.445473255583052,,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so100p0_store50p0_rerun50000p0_stall100p0/summary.json,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so100p0_store50p0_rerun50000p0_stall100p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
883542413.5761521,6295.520302272271,883542413.5761521,1939019.396494977,1939019.396494977,6284.113294976978,1769748480.0,6284.113294976978,mmlu,455.6645566172607,0.0032408718068196265,1600.0,16,0.0,0.0,883536129.4628571,False,32,32,307.99986393421966,966367.6416,0.9999928875929458,0.0,1536.0,64,7.373271889400922,1932735.2832,386547056640.0,1932735.2832,False,6400,lazarus,4,386547056640.0,457.14285714285717,457.14285714285717,0.9967591281931804,0.0,0.0,0.0,True,400.0,3600,node1_fail_join,True,0.0,25.0,2.880184331797235,0.0,3.5,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",455.6645566172607,,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so400p0_store3p5_rerun0p0_stall0p0/summary.json,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so400p0_store3p5_rerun0p0_stall0p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
883542413.5761521,6295.520302272271,883542413.5761521,1939019.396494977,1939019.396494977,6284.113294976978,1769748480.0,6284.113294976978,mmlu,455.6645566172607,0.0032408718068196265,1600.0,16,0.0,0.0,883536129.4628571,False,32,32,307.99986393421966,966367.6416,0.9999928875929458,0.0,1536.0,64,7.373271889400922,1932735.2832,386547056640.0,1932735.2832,False,6400,uniform,4,386547056640.0,457.14285714285717,457.14285714285717,0.9967591281931804,0.0,0.0,0.0,True,400.0,3600,node1_fail_join,True,0.0,25.0,2.880184331797235,0.0,3.5,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",455.6645566172607,,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so400p0_store3p5_rerun0p0_stall0p0/summary.json,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so400p0_store3p5_rerun0p0_stall0p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
884182413.5761521,6295.520302272271,884182413.5761521,2579019.396494977,2579019.396494977,646284.113294977,1769748480.0,6284.113294976978,mmlu,342.8366668268577,0.2505929634237381,1600.0,16,0.0,0.0,883536129.4628571,False,32,32,409.65945190648023,966367.6416,0.9992690602036733,0.0,1536.0,64,7.373271889400922,1932735.2832,386547056640.0,1932735.2832,False,6400,lazarus,4,386547056640.0,457.14285714285717,457.14285714285717,0.7494070365762617,0.0,0.0,640000.0,True,400.0,3600,node1_fail_join,True,100.0,25.0,2.880184331797235,640000.0,3.5,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",342.8366668268577,,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so400p0_store3p5_rerun0p0_stall100p0/summary.json,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so400p0_store3p5_rerun0p0_stall100p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
884182413.5761521,6295.520302272271,884182413.5761521,2579019.396494977,2579019.396494977,646284.113294977,1769748480.0,6284.113294976978,mmlu,342.8366668268577,0.2505929634237381,1600.0,16,0.0,0.0,883536129.4628571,False,32,32,409.65945190648023,966367.6416,0.9992690602036733,0.0,1536.0,64,7.373271889400922,1932735.2832,386547056640.0,1932735.2832,False,6400,uniform,4,386547056640.0,457.14285714285717,457.14285714285717,0.7494070365762617,0.0,0.0,640000.0,True,400.0,3600,node1_fail_join,True,100.0,25.0,2.880184331797235,640000.0,3.5,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",342.8366668268577,,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so400p0_store3p5_rerun0p0_stall100p0/summary.json,experiments/runs/representative_story/node1_fail_join_uniform_cap16_steps32_so400p0_store3p5_rerun0p0_stall100p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
883542413.5761521,6295.520302272271,883542413.5761521,1939019.396494977,1939019.396494977,3206284.1132949768,1769748480.0,6284.113294976978,mmlu,455.6645566172607,1.653559587434113,1600.0,16,0.0,0.0,883536129.4628571,False,32,32,307.99986393421966,966367.6416,0.9999928875929458,0.0,1536.0,64,7.373271889400922,1932735.2832,386547056640.0,1932735.2832,True,6400,lazarus,4,386547056640.0,457.14285714285717,457.14285714285717,0.9967591281931804,3200000.0,50000.0,0.0,False,400.0,3600,node1_fail_join,True,0.0,25.0,2.880184331797235,0.0,3.5,"college_computer_science,machine_learning,high_school_mathematics,college_physics,clinical_knowledge,professional_medicine,medical_genetics,professional_law,international_law,high_school_government_and_politics,philosophy,world_religions",455.6645566172607,,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so400p0_store3p5_rerun50000p0_stall0p0/summary.json,experiments/runs/representative_story/node1_fail_join_lazarus_cap16_steps32_so400p0_store3p5_rerun50000p0_stall0p0,representative_story,"clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions","mmlu::clinical_knowledge,college_computer_science,college_physics,high_school_government_and_politics,high_school_mathematics,international_law,machine_learning,medical_genetics,philosophy,professional_law,professional_medicine,world_religions"
